@context,@id,owner,signature,@type,description,name
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/93dabc4c-a24f-436a-9d2e-2a2b9a94ec68/1522269784937,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,IFvft4njXZ6bH/zcrtmPH7JxhoDGG5eBgP94QPlv/FvwkwNFTWM5Sdprk/Z8lcvIzKwGqVYlD5dcpOOCcFjslKgb4cudoyOOxdhrx6/m7OftA41NQUtW8INLTL+viZsPisGmG+UMJ+/e2vDCwWvKy2l/Pj2Plo5CJpBT8WZo6l7ShHXC4Y7/8F+EvKxRriNQHwEz71+XpczlQFBXwk1YqWx57LgfvK/riflum5KvlO5SPwud4lLlS6xsOl2BLo+Kz1UEts1kKQVsedZ+j8wPhBldALb2diw5o29qw1Z3t8hGHLtWQOogKIojsQtJVmlPh9uSi/gzJU3ncLC87i0h8g==,Competency,"Detailed creation of working meaningful software through a combination of coding, verification, unit testing, integration testing, and debugging",Software Construction
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/888a1f22-455e-483b-aeca-3e334ab10cde/1522269784810,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,K8MBSanblrbkAaFRmF4Dm8OZ2iVZDP4WEPAI0ct4Kh61swyrD5Arf/Xv6YC4hHr3RthOGLeU3QRn1+aH5nP0PFr02Y+jQn++06ybb6ZkTNQoDgNsMoPl+RI73eHSyTiFuaVV/+gM37qhSM7o/ZTaIVZ6VSY0Dw4fE4QCbeBBaKpig1yFmipQn/WKZ+cPH0ehQvpXJGXoEPS9EcqRCFHI2tAs+MK/vZIq9ys6RZzLBiBTdAszTS7mrhBpXSZaCBqFUfvzQOJcWdJSIQ3ys2wfWp4Lrz8QXkpHZrswCCfvrACLuckGW8QRz7O1zJ61BdNNnBJjpJxAy7Q0CQaiQyP6xg==,Competency,"Planning the methodologies, environments, and resources needed to successfully implement a software design",Software Construction Planning
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/6e906ca9-8322-446d-9cf3-6955bcddba3a/1522269784296,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,IdmtGaohK7Vzn0ULoeujtYQXgo0bTbqDAQ+LuYGasUmqoYb7fFV0dUrvuDlMufbah6FX5I3hK+8DFCErqYHuSNg1D/Obw0+jQdLXL/UgulmxQLY1nbseUQv1IFE51F8tyo0OucSyRJ3QaZ/1C9Ovr7/HsRPUIcQBamLBbohJYP7W4dbtrSXDcrjbfFJM1rbAX+yoyW2xPqqb/O6ZOrvs0QiHYwiTJPZg4NxpyZbtoW5jJ/6G4nTa6Q0OG3WQCbb0QRGShtoKD5IznMr0Wq9iBShhiqof9K/5+fK0rDktALqROcx62M76bCQK2kTKcPmk16oXTUN0il1So5c5GkSG2w==,Competency,"Real time management of the methodologies, environments, and resources needed to successfully implement a software design",Managing Software Construction
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f02d2b55-9b0f-479e-978b-ae48832ff3c6/1522269784178,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,eMfD7nV3500GJYMSDeHqzCPKk4Yu1u+v7GIw+zr71DM8UuslrlRE+Xo1YumZuL7AMSpoqYM28M/0quWegtlIXbgiApGvYNMiuneRe2I0G02ClGabPJcebNj05YChJp4gspiNSD0QThOnQ2wmh6de3ajJ39X6LjVzUtq1se9GCc05SJeKDODvy+wT2q3wEvvyxNCgwtj7S1kzTe2L3RdTeogG1MHgTAIfVzrYOAemg6gyjg4sbSV3hVUIxHvxcn39+ceyCU0QrEBA2g6MrNODbuFjSdwHzHcGTSqQvCRukywJRk5xlDI1a1cfXAZeCk1I72McNR2LI4gGEhN2I2ucAw==,Competency,The low-level design and implementation of the structures and components identified in a high-level software system design,Detailed Design and Coding
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/0d5adf0d-9b9b-478f-b07a-15cf539c65a8/1522269784058,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,eBgvi6UkMxpM01BE5R1p49t9upi0vLh9I3kskhHJNIfltMh6b3fOiMANk57B0uY1afcz29RMhfRYdHGC45Efqa1a6yhJMvcy2bTiQLpwIJXtlABv+b2Gt+SRKkhZ5BlepYhpQZ/w1ei1pYHI8AMVyD5sBhMm7LGfao1UiPljWc3tbdSYojHcKZnkuFAfF4ZweO0Ett3+TVwhcoVl7zRBFv1kr0W9EQguHL3VYKWUBcaz25qyEc392MJ0bWoEw8zRNjy+GfpnKuVZG8Rzb3rbH7VE7RaiSXa8VeLYntZHcovFAjtD9AKole/P08+DXwPjS1GbFtjFjqx4/W9jdoRpVQ==,Competency,The identification and correction of errors in the components of a software system,Debugging and Testing
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f895705f-828f-4da3-94b8-ba5772db29d9/1522269783957,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,VasVEDEb1Nq34bJ4a/fut5b9CZahHQR/glFrqyYT2npLnm9M4LyOBId5y2AAAczQqffBauY5fk73jcRJ0dObDL/RwI2yxHH9hOv+iyxMIkRSY4jl2RsL15YThzl1sTNNISrdBP5o41bvcnR4X6tUYrOpNSDDbTBcSPyX7AiPEwW+mW0UpE6PEVSNsoyjUwfblLhBIhB56emcRItOmLu2bw+76CZQKdwwswLI9XFbhXkavFD6gLVoLUfruZ/S4SOwL67IhmFljPS+1rgejL8qISY5VpMjeoIO58kyrpNE0nYr9VqjIsA1nprmUspsQHJVPpV+xq+k9QYGY1/uxt4eXw==,Competency,Integrating separate components in a software system,Integrating and Collaborating
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/3db2a927-02ec-4834-b707-f195b0138f4e/1522269783841,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,falVOLqzx6vkavTHw+Z9Tap2vAjesUYUQvi33aCocU7NH2Sd6xYIPOEWtCIZ7HEYMjoV4Z0g57qL0nQhW7tDpjxXP1nmtQpBLw8isgVD4BiU+fE94I/q5njrhEOtyweKolqOdCGwo4iNug/SSiFipx2j2aqlFnGVES64/zKOhqnozvRSs3Xk7KXrqD5Q5CZG1P6i4cOnFQni1WscedN2fu6kNnVCkf85ecdkwWn1lVZ5SVYMxUhItx8btWHGfs7w4E8m6OQFRn4+N+d6fMBXxafixhJLI4MfUUl2WJBL5HLuWHHDsbEI3sN5/1tSBhKRpahoc/f3AnOH40JmK+Gn1A==,Competency,The execution of a software component or system component to evaluate one or more properties of interest,Software Testing
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f7de4e85-5cc5-44d5-bb5f-5ca96655e585/1522269783729,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,ZfYGhOrLl1r2hVd8GHkKi263MG18qSWHAVQxPZroIBP5HJR31kNuWiU7ysTo7VPnIKgfU1x+cJVb7+00dnReECVI72bjY7QTixQpO9eFStDqh5Mt8EoCfQhBHiYTo1r96oK/hWrjBICoT9qDpenRqCo0VZE1EmYZCZT3a13ts5dlJwReWXtyzteFSqeMOo10A8CS/fg/++VzgB6zrrlRsMg2KsyKjT2Unt4Bl4P/oWP2wV+4/gMzXkR2hW+V77y+OVZxyJaqJVB1jbAKiccAK1GkQ+5XxTBYPen0kw99z2yKqrdem5vyuxTU9eYT5oBK7tCzU1V/Ny+AM0bXuhMNJQ==,Competency,Planning the formal test phases of a software system,Software Test Planning
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/f3bba653-9ca8-4998-9858-4677037b6ae7/1522269783616,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,PcSobyiESGEwAw0rKiqaU7jCQvOo6v757fvNJCaQd2K9Fyb8/E+7gZ2OuUS8gkcbtmOlgUCKEQfOc983pgmx42M/csrQknVkPlnPl2MpoAU86kyRmmekCLWMDdkupgjwI+EneTUZcOvGQ9nB4TJVUcfW8HI8Vx6gDfiJ0mZrFKBaZpil6GXIyjDIGjH+87dlsq4vlN97qrE8KfR63UoO5y44e2/o+Sj2+jYGkpzJ1LkeMKazzWhqWL2ej3L7e3jHm7XWVVx/IoFOr8V9hCL4vj6Lq7oYItrclwWBisyn8s/hz7v7oyAw1ANNvAlaI78p3wgUcL9Je93VZ8KA4145Wg==,Competency,Use of interconnected software and hardware components for testing a software system,Software Testing Infrastructure/Techniques
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/d30e36fb-c535-4982-9534-7ecc1aab6f31/1522269783508,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,k7AXpKObtIJ83pwQnyAhO7n8SfkCG1jsLJpP9jRcchA8YV1yGDgS3FfNzXllM0sr/fhYvZk7JTWzZDMXDWHRzCN2YIrt64EJ2ErCHHgaCG9d4TnTjIr085jS7FRviiajcpgrnhyJl6nxbABQs0srZwHZC/l44Lr9GZNkUwsFoghGrXHNE6ADHqg1OPXO4Ilx0azwbh+E34skpFD258N6VG/VXOfbjlQQeLmZ/5fHR2a/+NvyreknaHVL7FlYnY5xSrGo6in3PFejAzrehWqF8Fu9BFVvURkxdZIuSsCywkm/iby/srrX7LlAVbtZDs2tjHMYy+WqQHAunjb2C8cREA==,Competency,"Tracking the logged defects in a software system from beginning to closure (by inspection, testing, or recording feedback from customers), and making new versions of the product that fix the defects",Software Testing Measurement and Defect Tracking
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/0d367edd-4686-4e1b-9480-199784efa9ed/1522269783384,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,RaKK5ayKUVqB77n/4calIIb/DAt5WqkkA5vEvaWuKFeIBqBULrKrzqFbpsk0VKj2WCz6QaLv0QzEFxX2iViFK8eGlMOMnRuBdEFXEJfcZUSs0Mns2UIpP2Xsn2qkGgjf1HuOklwM5i8Op4mMiei8wArooFui3oX6xS20Qu2+a/YBxwVq0tsm14feNfcQALCghsRomFUEUlTyR9b1sPVzYvylFbNOHh5YhkbPPJ+GxR2QqgYXqlW0gB7NoJmCyJHu6LIikabwMgcW6lAsond0fbf90/Q3vJTQGU3VRgvhxtaM4tvhn/yiiFxHUX9ExyAfyU/LfUD1nZcBMXaiisling==,Competency,Sustaining a software system after release,Software Sustainment
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/99723304-7156-4073-b0a2-8f8d201b2986/1522269783277,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,eMkPtwvHV8+Cxagv9aa3kgyykf4QzRcKzyfPJ1SWZUwUimOGTvmM9ii9IixsOxAbfle/qm1OIX9oudz4pDJ7XC8GFkP7AhxhG9W6oRzlO36yeXWjDBH3hDy0s/ipEd8aUa7blsryLJoJcikwBoKNm5PvgeVOnMA0ZHZRun+hlTQp3chW9Yy42EOyc0mRMFmaY5/ou9Ha/O3yy9NN2DGxGt8Tbr9NA6v3VBV0/4tZ33RWIGwlcNU2ks0GgTSfWFIUbb4tUpibmm+q6dpiY7JrY59L76FJNWlgPFwKqZux6rmTOnSw+HnoZchdGwzrv7v6rCmnLuvSX2QKyviRJNqgNg==,Competency,"Migrating knowledge, systems, and operating capabilities between the creator to consumer",Software Transition
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/5475fa06-cb82-419e-8514-0527029c69b1/1522269783149,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,EmYXQsMnOZ1qsGBFqvJxstkuPEuUXKKlYnEbESnftQOBuHzZyBNVxO8a6BcDdGoOEyI4sLzXzOcU+5A0NZjb3krRN+L9jF19eoYXbU/nbi6oLytLT1O3pDno2bSu6KIkSVqLYSjGQBFMCehi4bsxE4qG/Ps197Wc10frqlsjbE+0SwjfdUNaljF2zGkeKeGqtJ0Pt5FCehCBR2YkSwOUfIYP/AI4EsHV5gK1oP7oyFtQAmeNSPnpe4Mq8RYpxSSNLVXKZWrQZavbqi+0N6OcNr+LB6ZhoqVaYXdiXUm6wmJ3TYr49GSelGruysPoueBbN+BitHXsom3l+0+Dl+43+A==,Competency,The services by which entities provide assistance to users of software system,Software Support
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/b25ba096-f8e9-400f-85ae-220f99662fed/1522269783022,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,KV0noxwIBMiLPM0shTkwkcptJBPOf5hta2jtkSY+KHPygz5GRNIwuyjjPVJWv4bKTr8aMxhJc0yar1OOC71z3t3/7reJsX3Kz5/bAXAH1IazEHTbQnzlDug2TIrwwVFH+g6q2M62UkYmIWfWggPX/KXhdPuaTeRY+6aB4J4ouqJseW//B3ZSdzPTpc1wSWL+JvhLNpiOSLOY+hsQ5jqz0XtP/cr3jYF5EiitdKrIcAfcXNK8Xsqnz77dtTfrfJNlGusG+GN/D9trRCC2kreKEprBMbbfviCKGp7D3Y/T4buVOgH3/Pao+mfZ5iJWkHCChQ9VI7lTZjcdMNhhlfTTUQ==,Competency,"Modification of a software system after delivery to correct faults, to improve performance or other attributes",Software Maintenance
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/dbb48581-b4ed-4bb7-8391-8d14fbedc9c5/1522269782917,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,jKlUKpd/GvN/nho95dY6gBVCN2Ifgtw32M+rRvVy5aRCf4g92VToXN946Z/N0YkUdXFLGrCVNnIoPqTnPazgoQv+7tabKurUDNMmi57q2IngeSfdLDtehI4eIgMha7S4Vm/KGBf7MYZgo3jLIgr2sTl1Xb2ArVD+zFoMuAJvhjBetD6fVag5JTywf1f2lnEhUGHI67oUWY7C9Jj0+bXFDmHp3tvjYHvuIsBfW7R8qtJsOqSKEfNjE3G5qxvKqsObobFrBOnnPtM93Nv32adCsyien/bE+ScqxTgDJp7L453DirP1+mrDPg1lGni7TKJIovJvt3CPqNioT4XJHIDCHw==,Competency,"Planning, creating, testing, and deploying a software system",Software Process and Life Cycle
http://schema.cassproject.org/0.3,https://sandbox.cassproject.org/api/custom/data/schema.cassproject.org.0.3.Competency/d141c199-d7dc-4af7-8e3c-0ab9509e8ce3/1522269782790,-----BEGIN PUBLIC KEY-----MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApTxgJ6CusNFf2G07gZuMmLvPjeQnY/35pX52YN+s1o48fAHT45ryLMfHnPKPBPr6KEmHtt4vQNsh5gvx8AjpHxAltKPDqe93As8ojKVEdM30VIqImM2raBuXgbJRpuUdynVCM94+uFaeSdQhvTgGoWt0qqsJ8xlaNFMEm0Bm8ExfXSRMA+8B7oFuG6qAqW3LhwRwUhbaDLqcs5kHle4jB3PaSVLGppGWNXhpzzVM9Dt4BFKyDRKiRLf8mEkInG+VyFC0YWKQdazoe8wVVHyJD5FEVB9ptqT0PcVeU3uEip1dAtSOMoSSmCIvasS+XuNIyd6pi3QlW8jTlemqELgUcwIDAQAB-----END PUBLIC KEY-----,kgbbUNg7qGxxePA1MN9HHTTtvS3GOzb+qsvmzwjXoDqhFUDZsoDgZR7Z1PxS/eZLDzQKI91Vh9z8pVKxi4iTj0OWfmWJ3Jm56UHEI4N4k3CsOHrQ/nbggMG5FCNwoEHa1+SjzbnaKu5vdrUz6/J+kULRu6dlpZWQVOsT4ge5zxor/K1GznkQejeh88E3ms64jZMUGciDUYLM09YIih7WnI84adb2wJ2suM/YottnH4P3aOzvPvbzrjSwfyKg+zz89jwu5nH4caAWhvIbCVXhKWAXqEehHtef3xiNK9l4A9obGKocqHrn4GI/uLKdOxEZGD+T+GCMSVK59y4FOfYsAw==,Competency,Defining and refining the software development process to better fit a software development entity,Process Definition and Tailoring
